,country,year,sex,age,suicides_no,population,suicides_per_100k_pop,gdp_per_capita_usd,generation,country_code_name,continent,sub_region,demo_group
2258,Azerbaijan,1997,female,55-74 years,3,470100,0.64,590,Silent,AZE,Asia,Western Asia,female : 55-74 years
2259,Azerbaijan,1997,female,25-34 years,4,673000,0.59,590,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2264,Azerbaijan,1998,male,35-54 years,18,732200,2.46,631,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2265,Azerbaijan,1998,female,75+ years,2,96900,2.06,631,G.I. Generation,AZE,Asia,Western Asia,female : 75+ years
2266,Azerbaijan,1998,male,55-74 years,8,403500,1.98,631,Silent,AZE,Asia,Western Asia,male : 55-74 years
2267,Azerbaijan,1998,male,25-34 years,12,683600,1.76,631,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2268,Azerbaijan,1998,female,55-74 years,4,491600,0.81,631,Silent,AZE,Asia,Western Asia,female : 55-74 years
2269,Azerbaijan,1998,female,35-54 years,6,793900,0.76,631,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2270,Azerbaijan,1998,female,15-24 years,3,662900,0.45,631,Generation X,AZE,Asia,Western Asia,female : 15-24 years
2271,Azerbaijan,1998,male,15-24 years,2,702100,0.28,631,Generation X,AZE,Asia,Western Asia,male : 15-24 years
2272,Azerbaijan,1998,male,05-14 years,1,886300,0.11,631,Millenials,AZE,Asia,Western Asia,male : 05-14 years
2276,Azerbaijan,1999,male,35-54 years,19,737000,2.58,645,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2277,Azerbaijan,1999,male,55-74 years,9,406100,2.22,645,Silent,AZE,Asia,Western Asia,male : 55-74 years
2278,Azerbaijan,1999,male,25-34 years,10,688200,1.45,645,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2279,Azerbaijan,1999,male,15-24 years,6,706900,0.85,645,Generation X,AZE,Asia,Western Asia,male : 15-24 years
2280,Azerbaijan,1999,female,35-54 years,4,802500,0.5,645,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2281,Azerbaijan,1999,female,55-74 years,2,497100,0.4,645,Silent,AZE,Asia,Western Asia,female : 55-74 years
2282,Azerbaijan,1999,female,15-24 years,2,670100,0.3,645,Generation X,AZE,Asia,Western Asia,female : 15-24 years
2283,Azerbaijan,1999,female,25-34 years,2,717700,0.28,645,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2288,Azerbaijan,2000,male,75+ years,1,37950,2.64,711,G.I. Generation,AZE,Asia,Western Asia,male : 75+ years
2289,Azerbaijan,2000,male,55-74 years,9,361300,2.49,711,Silent,AZE,Asia,Western Asia,male : 55-74 years
2290,Azerbaijan,2000,female,75+ years,2,83300,2.4,711,G.I. Generation,AZE,Asia,Western Asia,female : 75+ years
2291,Azerbaijan,2000,male,25-34 years,11,607350,1.81,711,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2292,Azerbaijan,2000,male,35-54 years,14,931050,1.5,711,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2293,Azerbaijan,2000,male,15-24 years,11,736900,1.49,711,Generation X,AZE,Asia,Western Asia,male : 15-24 years
2294,Azerbaijan,2000,female,55-74 years,3,434150,0.69,711,Silent,AZE,Asia,Western Asia,female : 55-74 years
2295,Azerbaijan,2000,female,15-24 years,4,738550,0.54,711,Generation X,AZE,Asia,Western Asia,female : 15-24 years
2296,Azerbaijan,2000,female,25-34 years,3,677500,0.44,711,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2297,Azerbaijan,2000,female,35-54 years,3,1000200,0.3,711,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2298,Azerbaijan,2000,female,05-14 years,1,878950,0.11,711,Millenials,AZE,Asia,Western Asia,female : 05-14 years
2300,Azerbaijan,2001,male,55-74 years,34,357250,9.52,759,Silent,AZE,Asia,Western Asia,male : 55-74 years
2301,Azerbaijan,2001,male,35-54 years,79,975300,8.1,759,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2302,Azerbaijan,2001,male,15-24 years,56,766400,7.31,759,Millenials,AZE,Asia,Western Asia,male : 15-24 years
2303,Azerbaijan,2001,male,75+ years,3,41650,7.2,759,Silent,AZE,Asia,Western Asia,male : 75+ years
2304,Azerbaijan,2001,female,75+ years,6,85900,6.98,759,Silent,AZE,Asia,Western Asia,female : 75+ years
2305,Azerbaijan,2001,male,25-34 years,40,603150,6.63,759,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2306,Azerbaijan,2001,female,55-74 years,21,431400,4.87,759,Silent,AZE,Asia,Western Asia,female : 55-74 years
2307,Azerbaijan,2001,female,25-34 years,23,669850,3.43,759,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2308,Azerbaijan,2001,male,05-14 years,24,913150,2.63,759,Millenials,AZE,Asia,Western Asia,male : 05-14 years
2309,Azerbaijan,2001,female,35-54 years,16,1052500,1.52,759,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2310,Azerbaijan,2001,female,15-24 years,8,759350,1.05,759,Millenials,AZE,Asia,Western Asia,female : 15-24 years
2311,Azerbaijan,2001,female,05-14 years,7,862100,0.81,759,Millenials,AZE,Asia,Western Asia,female : 05-14 years
2312,Azerbaijan,2002,male,55-74 years,19,357550,5.31,820,Silent,AZE,Asia,Western Asia,male : 55-74 years
2313,Azerbaijan,2002,male,75+ years,2,45600,4.39,820,Silent,AZE,Asia,Western Asia,male : 75+ years
2314,Azerbaijan,2002,male,35-54 years,32,1011850,3.16,820,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2315,Azerbaijan,2002,female,55-74 years,6,433050,1.39,820,Silent,AZE,Asia,Western Asia,female : 55-74 years
2316,Azerbaijan,2002,male,25-34 years,7,603300,1.16,820,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2317,Azerbaijan,2002,male,15-24 years,9,795800,1.13,820,Millenials,AZE,Asia,Western Asia,male : 15-24 years
2318,Azerbaijan,2002,female,75+ years,1,89000,1.12,820,Silent,AZE,Asia,Western Asia,female : 75+ years
2319,Azerbaijan,2002,female,35-54 years,8,1096350,0.73,820,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2320,Azerbaijan,2002,female,25-34 years,3,666300,0.45,820,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2321,Azerbaijan,2002,male,05-14 years,4,889500,0.45,820,Millenials,AZE,Asia,Western Asia,male : 05-14 years
2322,Azerbaijan,2002,female,15-24 years,1,781100,0.13,820,Millenials,AZE,Asia,Western Asia,female : 15-24 years
2324,Azerbaijan,2003,male,75+ years,3,50900,5.89,948,Silent,AZE,Asia,Western Asia,male : 75+ years
2325,Azerbaijan,2003,female,75+ years,4,94450,4.24,948,Silent,AZE,Asia,Western Asia,female : 75+ years
2326,Azerbaijan,2003,male,55-74 years,14,359800,3.89,948,Silent,AZE,Asia,Western Asia,male : 55-74 years
2327,Azerbaijan,2003,male,35-54 years,40,1045100,3.83,948,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2328,Azerbaijan,2003,male,15-24 years,17,823850,2.06,948,Millenials,AZE,Asia,Western Asia,male : 15-24 years
2329,Azerbaijan,2003,male,25-34 years,12,604700,1.98,948,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2330,Azerbaijan,2003,female,55-74 years,7,435950,1.61,948,Silent,AZE,Asia,Western Asia,female : 55-74 years
2331,Azerbaijan,2003,female,15-24 years,9,802400,1.12,948,Millenials,AZE,Asia,Western Asia,female : 15-24 years
2332,Azerbaijan,2003,female,35-54 years,12,1137200,1.06,948,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2333,Azerbaijan,2003,male,05-14 years,7,856250,0.82,948,Millenials,AZE,Asia,Western Asia,male : 05-14 years
2334,Azerbaijan,2003,female,25-34 years,3,663050,0.45,948,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2335,Azerbaijan,2003,female,05-14 years,1,800750,0.12,948,Millenials,AZE,Asia,Western Asia,female : 05-14 years
2336,Azerbaijan,2004,female,75+ years,5,99600,5.02,1122,Silent,AZE,Asia,Western Asia,female : 75+ years
2337,Azerbaijan,2004,male,35-54 years,40,1076600,3.72,1122,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2338,Azerbaijan,2004,male,25-34 years,15,608900,2.46,1122,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2339,Azerbaijan,2004,male,55-74 years,7,362100,1.93,1122,Silent,AZE,Asia,Western Asia,male : 55-74 years
2340,Azerbaijan,2004,male,15-24 years,10,851350,1.17,1122,Millenials,AZE,Asia,Western Asia,male : 15-24 years
2341,Azerbaijan,2004,female,55-74 years,5,439850,1.14,1122,Silent,AZE,Asia,Western Asia,female : 55-74 years
2342,Azerbaijan,2004,female,35-54 years,11,1176300,0.94,1122,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2343,Azerbaijan,2004,male,05-14 years,6,819600,0.73,1122,Millenials,AZE,Asia,Western Asia,male : 05-14 years
2344,Azerbaijan,2004,female,25-34 years,4,662000,0.6,1122,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2345,Azerbaijan,2004,female,15-24 years,4,823000,0.49,1122,Millenials,AZE,Asia,Western Asia,female : 15-24 years
2346,Azerbaijan,2004,female,05-14 years,1,762050,0.13,1122,Millenials,AZE,Asia,Western Asia,female : 05-14 years
2348,Azerbaijan,2007,male,75+ years,3,75400,3.98,4172,Silent,AZE,Asia,Western Asia,male : 75+ years
2349,Azerbaijan,2007,male,55-74 years,8,381400,2.1,4172,Silent,AZE,Asia,Western Asia,male : 55-74 years
2350,Azerbaijan,2007,male,35-54 years,15,1146950,1.31,4172,Boomers,AZE,Asia,Western Asia,male : 35-54 years
2351,Azerbaijan,2007,male,25-34 years,8,647850,1.23,4172,Generation X,AZE,Asia,Western Asia,male : 25-34 years
2352,Azerbaijan,2007,female,75+ years,1,118150,0.85,4172,Silent,AZE,Asia,Western Asia,female : 75+ years
2353,Azerbaijan,2007,female,15-24 years,5,872100,0.57,4172,Millenials,AZE,Asia,Western Asia,female : 15-24 years
2354,Azerbaijan,2007,male,05-14 years,4,711200,0.56,4172,Generation Z,AZE,Asia,Western Asia,male : 05-14 years
2355,Azerbaijan,2007,female,35-54 years,5,1267550,0.39,4172,Boomers,AZE,Asia,Western Asia,female : 35-54 years
2356,Azerbaijan,2007,male,15-24 years,3,913150,0.33,4172,Millenials,AZE,Asia,Western Asia,male : 15-24 years
2357,Azerbaijan,2007,female,25-34 years,2,680650,0.29,4172,Generation X,AZE,Asia,Western Asia,female : 25-34 years
2358,Azerbaijan,2007,female,55-74 years,1,462700,0.22,4172,Silent,AZE,Asia,Western Asia,female : 55-74 years
2372,Bahamas,1987,male,35-54 years,2,22700,8.81,12286,Silent,BHS,Americas,Caribbean,male : 35-54 years
2373,Bahamas,1987,male,25-34 years,1,20900,4.78,12286,Boomers,BHS,Americas,Caribbean,male : 25-34 years
2384,Bahamas,1993,male,55-74 years,1,9900,10.1,12698,Silent,BHS,Americas,Caribbean,male : 55-74 years
2385,Bahamas,1993,female,55-74 years,1,11900,8.4,12698,Silent,BHS,Americas,Caribbean,female : 55-74 years
2386,Bahamas,1993,male,25-34 years,2,25400,7.87,12698,Boomers,BHS,Americas,Caribbean,male : 25-34 years
2387,Bahamas,1993,male,35-54 years,2,27000,7.41,12698,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2388,Bahamas,1993,male,15-24 years,1,26800,3.73,12698,Generation X,BHS,Americas,Caribbean,male : 15-24 years
2396,Bahamas,1994,male,35-54 years,3,28300,10.6,13073,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2408,Bahamas,1995,male,25-34 years,1,26300,3.8,13473,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2409,Bahamas,1995,male,35-54 years,1,29800,3.36,13473,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2420,Bahamas,1996,male,35-54 years,3,30549,9.82,14297,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2432,Bahamas,1997,male,25-34 years,1,24917,4.01,24740,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2433,Bahamas,1997,male,35-54 years,1,31867,3.14,24740,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2444,Bahamas,1998,male,25-34 years,2,24751,8.08,26269,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2445,Bahamas,1998,male,35-54 years,1,33276,3.01,26269,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2456,Bahamas,1999,male,25-34 years,3,24557,12.22,29019,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2457,Bahamas,1999,female,25-34 years,1,25368,3.94,29019,Generation X,BHS,Americas,Caribbean,female : 25-34 years
2458,Bahamas,1999,male,15-24 years,1,25536,3.92,29019,Generation X,BHS,Americas,Caribbean,male : 15-24 years
2459,Bahamas,1999,male,35-54 years,1,34691,2.88,29019,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2468,Bahamas,2000,male,25-34 years,4,24338,16.44,29942,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2469,Bahamas,2000,male,35-54 years,5,36060,13.87,29942,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2470,Bahamas,2000,female,55-74 years,1,15459,6.47,29942,Silent,BHS,Americas,Caribbean,female : 55-74 years
2471,Bahamas,2000,female,15-24 years,1,25774,3.88,29942,Generation X,BHS,Americas,Caribbean,female : 15-24 years
2480,Bahamas,2001,male,35-54 years,1,37335,2.68,30122,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2492,Bahamas,2002,male,15-24 years,2,27106,7.38,31432,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2493,Bahamas,2002,male,35-54 years,1,38667,2.59,31432,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2504,Bahamas,2003,male,35-54 years,1,40113,2.49,30704,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2516,Bahamas,2004,male,15-24 years,1,28309,3.53,30671,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2517,Bahamas,2004,male,35-54 years,1,41662,2.4,30671,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2528,Bahamas,2005,male,25-34 years,1,26366,3.79,32596,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2529,Bahamas,2005,female,25-34 years,1,26917,3.72,32596,Generation X,BHS,Americas,Caribbean,female : 25-34 years
2530,Bahamas,2005,male,05-14 years,1,28690,3.49,32596,Millenials,BHS,Americas,Caribbean,male : 05-14 years
2531,Bahamas,2005,male,35-54 years,1,43193,2.32,32596,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2540,Bahamas,2006,male,15-24 years,1,29472,3.39,32957,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2541,Bahamas,2006,male,35-54 years,1,44490,2.25,32957,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2552,Bahamas,2007,male,35-54 years,2,45790,4.37,33710,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2553,Bahamas,2007,male,25-34 years,1,27047,3.7,33710,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2554,Bahamas,2007,male,15-24 years,1,30182,3.31,33710,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2555,Bahamas,2007,female,35-54 years,1,48976,2.04,33710,Boomers,BHS,Americas,Caribbean,female : 35-54 years
2564,Bahamas,2008,male,25-34 years,1,27416,3.65,32746,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2565,Bahamas,2008,male,05-14 years,1,28759,3.48,32746,Generation Z,BHS,Americas,Caribbean,male : 05-14 years
2566,Bahamas,2008,male,15-24 years,1,30842,3.24,32746,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2567,Bahamas,2008,male,35-54 years,1,47227,2.12,32746,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2576,Bahamas,2009,male,15-24 years,2,31432,6.36,30450,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2577,Bahamas,2009,male,35-54 years,2,48784,4.1,30450,Boomers,BHS,Americas,Caribbean,male : 35-54 years
2578,Bahamas,2009,male,25-34 years,1,27862,3.59,30450,Generation X,BHS,Americas,Caribbean,male : 25-34 years
2579,Bahamas,2009,female,35-54 years,1,51877,1.93,30450,Boomers,BHS,Americas,Caribbean,female : 35-54 years
2588,Bahamas,2010,male,75+ years,1,3090,32.36,30239,Silent,BHS,Americas,Caribbean,male : 75+ years
2589,Bahamas,2010,female,15-24 years,2,31792,6.29,30239,Millenials,BHS,Americas,Caribbean,female : 15-24 years
2590,Bahamas,2010,male,35-54 years,3,50326,5.96,30239,Generation X,BHS,Americas,Caribbean,male : 35-54 years
2591,Bahamas,2010,male,55-74 years,1,21188,4.72,30239,Silent,BHS,Americas,Caribbean,male : 55-74 years
2592,Bahamas,2010,female,55-74 years,1,25150,3.98,30239,Silent,BHS,Americas,Caribbean,female : 55-74 years
2593,Bahamas,2010,male,15-24 years,1,31968,3.13,30239,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2594,Bahamas,2010,female,35-54 years,1,53312,1.88,30239,Generation X,BHS,Americas,Caribbean,female : 35-54 years
2600,Bahamas,2011,male,55-74 years,1,22178,4.51,29761,Boomers,BHS,Americas,Caribbean,male : 55-74 years
2601,Bahamas,2011,female,25-34 years,1,29138,3.43,29761,Millenials,BHS,Americas,Caribbean,female : 25-34 years
2602,Bahamas,2011,male,15-24 years,1,32343,3.09,29761,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2603,Bahamas,2011,male,35-54 years,1,50932,1.96,29761,Generation X,BHS,Americas,Caribbean,male : 35-54 years
2612,Bahamas,2012,male,15-24 years,2,32716,6.11,31204,Millenials,BHS,Americas,Caribbean,male : 15-24 years
2613,Bahamas,2012,male,35-54 years,2,51466,3.89,31204,Generation X,BHS,Americas,Caribbean,male : 35-54 years
2614,Bahamas,2012,female,35-54 years,1,54245,1.84,31204,Generation X,BHS,Americas,Caribbean,female : 35-54 years
2624,Bahamas,2013,male,55-74 years,2,24298,8.23,30455,Boomers,BHS,Americas,Caribbean,male : 55-74 years
2625,Bahamas,2013,male,35-54 years,2,51912,3.85,30455,Generation X,BHS,Americas,Caribbean,male : 35-54 years
2626,Bahamas,2013,female,35-54 years,1,54567,1.83,30455,Generation X,BHS,Americas,Caribbean,female : 35-54 years
2648,Bahrain,1987,male,55-74 years,1,11800,8.47,9321,G.I. Generation,BHR,Asia,Western Asia,male : 55-74 years
2649,Bahrain,1987,male,35-54 years,3,47700,6.29,9321,Silent,BHR,Asia,Western Asia,male : 35-54 years
2650,Bahrain,1987,male,25-34 years,3,63900,4.69,9321,Boomers,BHR,Asia,Western Asia,male : 25-34 years
2651,Bahrain,1987,female,25-34 years,1,27500,3.64,9321,Boomers,BHR,Asia,Western Asia,female : 25-34 years
2652,Bahrain,1987,female,15-24 years,1,38600,2.59,9321,Generation X,BHR,Asia,Western Asia,female : 15-24 years
2660,Bahrain,1988,male,25-34 years,8,61600,12.99,9501,Boomers,BHR,Asia,Western Asia,male : 25-34 years
2661,Bahrain,1988,male,35-54 years,4,63500,6.3,9501,Silent,BHR,Asia,Western Asia,male : 35-54 years
2662,Bahrain,1988,female,35-54 years,1,30900,3.24,9501,Silent,BHR,Asia,Western Asia,female : 35-54 years
2663,Bahrain,1988,male,15-24 years,1,44100,2.27,9501,Generation X,BHR,Asia,Western Asia,male : 15-24 years
2696,Bahrain,1999,male,25-34 years,8,82791,9.66,11703,Generation X,BHR,Asia,Western Asia,male : 25-34 years
2697,Bahrain,1999,male,35-54 years,4,105903,3.78,11703,Boomers,BHR,Asia,Western Asia,male : 35-54 years
2698,Bahrain,1999,male,15-24 years,2,57914,3.45,11703,Generation X,BHR,Asia,Western Asia,male : 15-24 years
2699,Bahrain,1999,female,15-24 years,1,49631,2.01,11703,Generation X,BHR,Asia,Western Asia,female : 15-24 years
2700,Bahrain,1999,female,25-34 years,1,52339,1.91,11703,Generation X,BHR,Asia,Western Asia,female : 25-34 years
2701,Bahrain,1999,female,35-54 years,1,60568,1.65,11703,Boomers,BHR,Asia,Western Asia,female : 35-54 years
2708,Bahrain,2000,male,25-34 years,16,86231,18.55,15345,Generation X,BHR,Asia,Western Asia,male : 25-34 years
2709,Bahrain,2000,male,35-54 years,10,112060,8.92,15345,Boomers,BHR,Asia,Western Asia,male : 35-54 years
2710,Bahrain,2000,male,15-24 years,2,59208,3.38,15345,Generation X,BHR,Asia,Western Asia,male : 15-24 years
2711,Bahrain,2000,female,25-34 years,1,53263,1.88,15345,Generation X,BHR,Asia,Western Asia,female : 25-34 years
2720,Bahrain,2001,male,25-34 years,8,90920,8.8,14383,Generation X,BHR,Asia,Western Asia,male : 25-34 years
2721,Bahrain,2001,male,35-54 years,8,118151,6.77,14383,Boomers,BHR,Asia,Western Asia,male : 35-54 years
2722,Bahrain,2001,male,55-74 years,1,17917,5.58,14383,Silent,BHR,Asia,Western Asia,male : 55-74 years
